timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
21727032000,21726910000,0.00087264203,0.00081518036,0.0010329963,1,0,0,0,0,0,0,0,0,0,0
21728016000,21727894000,0.00046648303,0.00016131402,0.00037830387,1,0,0,0,0,0,0,0,0,0,0
21729208000,21729090000,0.000641343,0.0005347495,0.00072933745,1,0,0,0,0,0,0,0,0,0,0
21730040000,21729922000,0.00046891026,0.00070321484,0.00035374914,1,0,0,0,0,0,0,0,0,0,0
21731032000,21730910000,0.00045888507,0.00075762346,0.00040537774,1,0,0,0,0,0,0,0,0,0,0
21732016000,21731894000,0.00041532906,0.0006992931,0.0009422882,1,0,0,0,0,0,0,0,0,0,0
21733216000,21733098000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21734048000,21733926000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21735032000,21734914000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21736024000,21735902000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21737216000,21737098000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21738200000,21738082000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21739032000,21738914000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21740024000,21739906000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21741016000,21740894000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21742208000,21742090000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21743040000,21742922000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21744032000,21743910000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21745016000,21744898000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21746216000,21746094000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21747048000,21746926000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21748032000,21747910000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21749024000,21748902000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21750216000,21750098000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21751208000,21751086000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21752040000,21751918000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21753024000,21752906000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21754016000,21753894000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21755208000,21755090000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21756040000,21755922000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21757032000,21756910000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21758016000,21757898000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21759216000,21759094000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21760048000,21759926000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21761032000,21760914000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21762016000,21761898000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21763216000,21763098000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21764208000,21764086000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21765040000,21764918000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21766024000,21765906000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21767016000,21766894000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21768208000,21768094000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21769048000,21768926000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21770032000,21769914000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21771024000,21770902000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21772216000,21772094000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21773200000,21773082000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21774032000,21773914000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21775024000,21774906000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21776016000,21775894000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21777208000,21777090000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21778040000,21777922000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21779024000,21778906000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21780016000,21779898000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21781208000,21781090000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21782048000,21781926000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21783032000,21782914000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21784024000,21783902000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21785216000,21785094000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21786208000,21786086000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21787040000,21786918000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21788024000,21787902000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21789016000,21788894000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21790208000,21790090000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
21791040000,21790922000,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0
